NU_ANO;CO_UF_ESCOLA;SG_UF_ESCOLA;CO_MUNICIPIO_ESCOLA;NO_MUNICIPIO_ESCOLA;CO_ESCOLA_EDUCACENSO;NO_ESCOLA_EDUCACENSO;TP_DEPENDENCIA_ADM_ESCOLA;TP_LOCALIZACAO_ESCOLA;NU_MATRICULAS;NU_PARTICIPANTES_NEC_ESP;NU_PARTICIPANTES;NU_TAXA_PARTICIPACAO;NU_MEDIA_CN;NU_MEDIA_CH;NU_MEDIA_LP;NU_MEDIA_MT;NU_MEDIA_RED;NU_MEDIA_OBJ;NU_MEDIA_TOT;INSE;PC_FORMACAO_DOCENTE;NU_TAXA_PERMANENCIA;NU_TAXA_APROVACAO;NU_TAXA_REPROVACAO;NU_TAXA_ABANDONO;PORTE_ESCOLA
2006;33;RJ;3303302;Niterói;33122016;SOCIEDADE EDUCACIONAL PROJEÇAO LTDA;4;1;60;;28;;;;;;;;52.60;;;;;;;De 31 a 60 alunos
2005;33;RJ;3303302;Niterói;33131660;ALQUIMIA COLEGIO E VESTIBULARES;4;1;91;;46;;;;;;;;60.09;;;;96.70;0.00;3.30;Maior que 90 alunos
2007;33;RJ;3303302;Niterói;33131660;ALQUIMIA COLEGIO E VESTIBULARES;4;1;60;;17;;;;;;;;63.04;;;;100.00;0.00;0.00;De 31 a 60 alunos
2005;33;RJ;3303302;Niterói;33134383;COLEGIO REI;4;1;39;;39;;;;;;;;50.95;;;;;;;De 31 a 60 alunos
2005;33;RJ;3303302;Niterói;33139954;ASSOCIAÇÃO EDUCACIONAL SOARES ALMEIDA S/C;4;1;18;;16;;;;;;;;65.85;;;;96.00;2.00;2.00;De 1 a 30 alunos
2008;33;RJ;3303302;Niterói;33139954;ASSOCIACAO EDUCACIONAL SOARES ALMEIDA S/C;4;1;17;;12;;;;;;65.00;64.82;;;;;98.30;1.70;0.00;De 1 a 30 alunos
2007;33;RJ;3303302;Niterói;33143609;GRUPO NIT DE ENSINO;4;1;66;;36;;;;;;;;64.33;;;;84.00;12.00;4.00;De 61 a 90 alunos
2005;33;RJ;3303302;Niterói;33143609;GRUPO NIT DE ENSINO;4;1;54;;11;;;;;;;;53.10;;;;92.90;5.10;2.00;De 31 a 60 alunos
2008;33;RJ;3303302;Niterói;33143609;GRUPO NIT DE ENSINO;4;1;71;;18;;;;;;68.75;51.76;;;;;98.70;1.30;0.00;De 61 a 90 alunos
2007;33;RJ;3303302;Niterói;33143668;COLEGIO PLINIO LEITE UNIDADE CAMBOINHAS;4;1;17;;10;;;;;;;;67.13;;;;87.80;9.80;2.40;De 1 a 30 alunos
2008;33;RJ;3303302;Niterói;33143668;COLEGIO PLINIO LEITE UNIDADE CAMBOINHAS;4;1;14;;12;;;;;;60.83;49.07;;;;;92.30;7.70;0.00;De 1 a 30 alunos
2005;33;RJ;3303302;Niterói;33143668;COLEGIO PLINIO LEITE UNIDADE CAMBOINHAS;4;1;30;;18;;;;;;;;59.75;;;;79.80;13.50;6.70;De 1 a 30 alunos
2005;33;RJ;3303302;Niterói;33143676;COLEGIO M3;4;1;88;;32;;;;;;;;63.88;;;;92.90;6.70;0.40;De 61 a 90 alunos
2007;33;RJ;3303302;Niterói;33143676;COLEGIO M3;4;1;150;;65;;;;;;;;71.76;;;;77.30;22.70;0.00;Maior que 90 alunos
2006;33;RJ;3303302;Niterói;33143676;COLEGIO M3;4;1;126;;49;;;;;;;;62.34;;;;;;;Maior que 90 alunos
2008;33;RJ;3303302;Niterói;33143676;COLEGIO M3;4;1;132;;81;;;;;;70.41;58.53;;;;;79.50;20.50;0.00;Maior que 90 alunos
2005;33;RJ;3303302;Niterói;33143862;CURSO RIACHUELO;4;1;88;;25;;;;;;;;61.92;;;;;;;De 61 a 90 alunos
2008;33;RJ;3303302;Niterói;33143862;CURSO RIACHUELO;4;1;78;;37;;;;;;69.39;59.25;;;;;97.80;2.20;0.00;De 61 a 90 alunos
2007;33;RJ;3303302;Niterói;33143862;CURSO RIACHUELO;4;1;89;;13;;;;;;;;66.54;;;;96.30;3.70;0.00;De 61 a 90 alunos
2007;33;RJ;3303302;Niterói;33150931;COLEGIO E CURSO PONTO DE ENSINO;4;1;144;;144;;;;;;;;71.31;;;;94.20;4.50;1.30;Maior que 90 alunos
2008;33;RJ;3303302;Niterói;33150931;COLEGIO E CURSO PONTO DE ENSINO;4;1;171;;26;;;;;;73.08;63.8;;;;;96.40;3.60;0.00;Maior que 90 alunos
2008;33;RJ;3303302;Niterói;33153442;VOLTAIRE COLEGIO E VESTIBULARES;4;1;58;;31;;;;;;62.98;53.92;;;;;87.50;12.00;0.50;De 31 a 60 alunos
2007;33;RJ;3303302;Niterói;33153442;VOLTAIRE COLEGIO E VESTIBULARES;4;1;71;;28;;;;;;;;61.76;;;;79.20;18.20;2.60;De 61 a 90 alunos
2006;33;RJ;3303302;Niterói;33153442;VOLTAIRE COLEGIO E VESTIBULARES;4;1;35;;16;;;;;;;;55.22;;;;;;;De 31 a 60 alunos
2008;33;RJ;3303302;Niterói;33153450;COLEGIO PH;4;1;154;;130;;;;;;76.63;72.34;;;;;91.80;8.20;0.00;Maior que 90 alunos
2008;33;RJ;3303302;Niterói;33155216;COLEGIO PEDRO II UNIDADE ESCOLAR DESCENTRALIZADA DE NITEROI;1;1;155;;151;;;;;;69.17;61.97;;;;;90.90;9.10;0.00;Maior que 90 alunos
2008;33;RJ;3303302;Niterói;33155259;ISJB - INSPETORIA SAO JOAO BOSCO;4;1;67;;55;;;;;;55.23;40.66;;;;;93.80;5.00;1.20;De 61 a 90 alunos
2009;33;RJ;3303302;Niterói;33055343;CENTRO EDUC DE NITEROI;4;1;27;;27;100.00;636.1;653.64;641.16;630.37;651.00;;;;;;98.00;2.00;0.00;De 1 a 30 alunos
2010;33;RJ;3303302;Niterói;33055343;CENTRO EDUC DE NITEROI;4;1;38;;32;84.20;551.04;614.24;589.46;621.12;655.65;;;;;;92.90;6.20;0.90;De 31 a 60 alunos
2011;33;RJ;3303302;Niterói;33055343;CENTRO EDUC DE NITEROI;4;1;40;;32;80.00;563.74;565.83;598.37;669.33;663.75;;;;;;90.30;9.70;0.00;De 31 a 60 alunos
2013;33;RJ;3303302;Niterói;33055343;CENTRO EDUC DE NITEROI;4;1;56;0;52;92.86;553.73;604.35;578.53;600.32;633.46;;;;88.40;;92.40;7.60;0.00;De 31 a 60 alunos
2014;33;RJ;3303302;Niterói;33055343;CENTRO EDUC DE NITEROI;4;1;42;0;40;95.24;543.31;611.19;563.4;535.33;628.00;;;;91.30;80.00;92.40;7.60;0.00;De 31 a 60 alunos
2015;33;RJ;3303302;Niterói;33055343;CENTRO EDUC DE NITEROI;4;1;59;1;57;96.61;522.38;605.56;551.36;526.89;637.89;;;Grupo 6;86.00;73.68;95.50;4.50;0.00;De 31 a 60 alunos
2009;33;RJ;3303302;Niterói;33055378;CENTRO EDUCACIONAL SHALON;4;1;35;;21;42.40;496.72;461.25;480.47;491.5;555.95;;;;;;91.70;7.10;1.20;De 31 a 60 alunos
2010;33;RJ;3303302;Niterói;33055378;CENTRO EDUCACIONAL SHALON;4;1;29;;19;54.90;467.49;502.23;504.99;491.86;553.95;;;;;;73.60;26.40;0.00;De 1 a 30 alunos
2013;33;RJ;3303302;Niterói;33055378;CENTRO EDUCACIONAL SHALON;4;1;24;0;21;87.50;479.96;519.08;499.52;522.78;586.67;;;;55.10;;60.90;39.10;0.00;De 1 a 30 alunos
2014;33;RJ;3303302;Niterói;33055378;CENTRO EDUCACIONAL SHALON;4;1;30;0;29;96.67;503.76;577.01;545.69;515.46;588.97;;;;64.20;51.72;76.50;23.50;0.00;De 1 a 30 alunos
2015;33;RJ;3303302;Niterói;33055378;CENTRO EDUCACIONAL SHALON;4;1;30;0;27;90.00;528.11;603.31;549.61;495.43;604.44;;;Grupo 4;51.10;85.19;76.60;23.40;0.00;De 1 a 30 alunos
2009;33;RJ;3303302;Niterói;33055408;EQUIPE 1 VESTIBULAR E COLEGIO;4;1;16;;12;54.30;474.03;486.88;491.88;470.38;547.92;;;;;;98.00;2.00;0.00;De 1 a 30 alunos
2015;33;RJ;3303302;Niterói;33055459;CENTRO MODERNO ALZIRA BITTENCOURT;4;1;16;0;16;100.00;537.37;620.8;582.82;534.51;637.50;;;Grupo 5;48.70;31.25;;;;De 1 a 30 alunos
2013;33;RJ;3303302;Niterói;33055483;COLEGIO UNIVERSITARIO PROFº GERALDO ACHILLES DOS REIS;1;1;22;0;20;90.91;536.33;603.14;573.66;582.3;727.00;;;;63.40;;96.30;3.70;0.00;De 1 a 30 alunos
2014;33;RJ;3303302;Niterói;33055483;COLEGIO UNIVERSITARIO PROFº GERALDO ACHILLES DOS REIS;1;1;28;0;26;92.86;526.82;590.14;545.94;538.9;675.38;;;;73.90;80.77;75.90;24.10;0.00;De 1 a 30 alunos
2015;33;RJ;3303302;Niterói;33055483;COLEGIO UNIVERSITARIO PROFº GERALDO ACHILLES DOS REIS;1;1;26;0;25;96.15;514.35;604.19;555;477.08;683.20;;;Grupo 4;91.90;92.00;80.00;17.30;2.70;De 1 a 30 alunos
2009;33;RJ;3303302;Niterói;33055610;C E AURELINO LEAL;2;1;293;;169;54.40;491.89;493.75;497.95;493.37;607.36;;;;;;74.80;15.20;10.00;Maior que 90 alunos
2010;33;RJ;3303302;Niterói;33055610;CE AURELINO LEAL;2;1;274;;127;43.40;482.99;537.98;529.97;521.87;617.60;;;;;;74.40;6.80;18.80;Maior que 90 alunos
2011;33;RJ;3303302;Niterói;33055610;CE AURELINO LEAL;2;1;259;;147;56.76;451.88;473.76;529.35;508.49;565.99;;;;;;67.00;28.70;4.30;Maior que 90 alunos
2012;33;RJ;3303302;Niterói;33055610;CE AURELINO LEAL;2;1;311;;184;59.16;461.92;518.31;493.28;514.57;510.65;;;;;;84.80;11.00;4.20;Maior que 90 alunos
2013;33;RJ;3303302;Niterói;33055610;CE AURELINO LEAL;2;1;276;2;206;74.64;462.77;509.03;496.36;503.99;563.69;;;;70.20;;89.00;8.40;2.60;Maior que 90 alunos
2014;33;RJ;3303302;Niterói;33055610;CE AURELINO LEAL;2;1;295;4;225;76.27;464.28;540.36;512.04;459.07;480.50;;;;65.70;70.22;78.00;19.50;2.50;Maior que 90 alunos
2015;33;RJ;3303302;Niterói;33055610;CE AURELINO LEAL;2;1;304;1;224;73.68;460.96;552.45;502.73;456.21;533.48;;;Grupo 3;72.50;83.04;72.40;23.90;3.70;Maior que 90 alunos
2009;33;RJ;3303302;Niterói;33055629;C E BALTAZAR BERNARDINO;2;1;15;;10;15.50;436.8;464.05;440.04;460.92;;;;;;;43.70;31.00;25.30;De 1 a 30 alunos
2010;33;RJ;3303302;Niterói;33055629;CE BALTAZAR BERNARDINO;2;1;17;;12;12.70;445.15;495.51;503.39;491.92;520.45;;;;;;50.60;21.00;28.40;De 1 a 30 alunos
2014;33;RJ;3303302;Niterói;33055629;CE BALTAZAR BERNARDINO;2;1;22;0;13;59.09;478.29;542.45;504.12;429.74;410.77;;;;86.20;76.92;77.70;17.70;4.60;De 1 a 30 alunos
2015;33;RJ;3303302;Niterói;33055629;CE BALTAZAR BERNARDINO;2;1;25;0;19;76.00;433.44;554.18;503.64;448.09;473.68;;;Grupo 4;68.60;84.21;59.70;26.70;13.60;De 1 a 30 alunos
2009;33;RJ;3303302;Niterói;33055637;C E BRIGADEIRO CASTRIOTO;2;1;14;;12;21.20;437.11;462.83;427.33;459.67;606.25;;;;;;88.50;11.50;0.00;De 1 a 30 alunos
2010;33;RJ;3303302;Niterói;33055637;CE BRIGADEIRO CASTRIOTO;2;1;19;;10;17.90;455.89;497.38;510.41;517.77;;;;;;;78.70;21.30;0.00;De 1 a 30 alunos
2012;33;RJ;3303302;Niterói;33055645;CE CIZINIO SOARES PINTO;2;1;17;;17;100.00;433.72;525.98;480.53;453.32;460.00;;;;;;84.10;6.50;9.40;De 1 a 30 alunos
2013;33;RJ;3303302;Niterói;33055645;CE CIZINIO SOARES PINTO;2;1;18;0;10;55.56;451.62;496.93;469.06;451.09;438.00;;;;55.40;;82.90;10.30;6.80;De 1 a 30 alunos
2014;33;RJ;3303302;Niterói;33055645;CE CIZINIO SOARES PINTO;2;1;25;0;14;56.00;468.19;539.85;486.72;421.06;522.86;;;;64.60;92.86;89.10;3.90;7.00;De 1 a 30 alunos
2015;33;RJ;3303302;Niterói;33055645;CE CIZINIO SOARES PINTO;2;1;26;0;15;57.69;426.64;510.71;472.98;463.81;472.00;;;Grupo 4;58.40;80.00;82.60;12.10;5.30;De 1 a 30 alunos
2009;33;RJ;3303302;Niterói;33055653;C E CONSELHEIRO MACEDO SOARES;2;1;63;;31;20.90;451.54;479.75;469.79;465.14;559.17;;;;;;54.70;40.70;4.60;De 61 a 90 alunos
2010;33;RJ;3303302;Niterói;33055653;CE CONSELHEIRO MACEDO SOARES;2;1;122;;34;20.90;465.98;527.53;510.07;483.14;569.70;;;;;;73.40;17.50;9.10;Maior que 90 alunos
2012;33;RJ;3303302;Niterói;33055653;CE CONSELHEIRO MACEDO SOARES;2;1;60;;38;63.33;444.96;497.69;462.41;460.41;451.05;;;;;;65.50;17.80;16.70;De 31 a 60 alunos
2013;33;RJ;3303302;Niterói;33055653;CE CONSELHEIRO MACEDO SOARES;2;1;67;0;41;61.19;461.52;518.06;506.29;488.72;534.63;;;;66.90;;71.80;21.80;6.40;De 61 a 90 alunos
2014;33;RJ;3303302;Niterói;33055653;CE CONSELHEIRO MACEDO SOARES;2;1;74;0;50;67.57;470.65;526.32;505.95;442.67;496.80;;;;67.00;82.00;69.60;30.40;0.00;De 61 a 90 alunos
2015;33;RJ;3303302;Niterói;33055653;CE CONSELHEIRO MACEDO SOARES;2;1;94;0;69;73.40;465.02;554.08;512.13;462.64;523.93;;;Grupo 3;72.30;78.26;82.40;17.60;0.00;Maior que 90 alunos
2015;33;RJ;3303302;Niterói;33055661;CE DOUTOR LUCIANO PESTRE;2;1;20;0;16;80.00;442.41;524.81;463.38;408.55;402.50;;;Grupo 3;66.70;87.50;63.10;24.30;12.60;De 1 a 30 alunos
2009;33;RJ;3303302;Niterói;33055670;C E FERNANDO MAGALHAES;2;1;36;;19;52.80;513.49;520.1;520.89;517.01;623.68;;;;;;73.00;21.40;5.60;De 31 a 60 alunos
2010;33;RJ;3303302;Niterói;33055670;CE FERNANDO MAGALHAES;2;1;40;;29;72.50;472.28;515.01;505.33;488.46;605.56;;;;;;74.70;14.20;11.10;De 31 a 60 alunos
2011;33;RJ;3303302;Niterói;33055670;CE FERNANDO MAGALHAES;2;1;41;;25;60.98;471.37;473.01;534.07;545.44;520.00;;;;;;57.70;31.10;11.20;De 31 a 60 alunos
2013;33;RJ;3303302;Niterói;33055670;CE FERNANDO MAGALHAES;2;1;29;0;23;79.31;487.96;514.5;504.3;512.22;563.48;;;;30.30;;79.20;16.00;4.80;De 1 a 30 alunos
2014;33;RJ;3303302;Niterói;33055670;CE FERNANDO MAGALHAES;2;1;33;0;25;75.76;480.33;540.36;525.25;486.28;504.80;;;;24.60;96.00;81.30;18.70;0.00;De 31 a 60 alunos
2015;33;RJ;3303302;Niterói;33055670;CE FERNANDO MAGALHAES;2;1;29;0;20;68.97;482.65;578.91;533.97;481.97;620.00;;;Grupo 3;30.00;95.00;71.30;26.30;2.40;De 1 a 30 alunos
2010;33;RJ;3303302;Niterói;33055696;CE GUILHERME BRIGGS;2;1;24;;11;22.20;458.54;500.87;468.06;506.75;540.00;;;;;;79.00;1.40;19.60;De 1 a 30 alunos
2013;33;RJ;3303302;Niterói;33055696;CE GUILHERME BRIGGS;2;1;35;1;25;71.43;477.86;479.48;477.4;479.82;520.00;;;;70.60;;83.10;9.20;7.70;De 31 a 60 alunos
2014;33;RJ;3303302;Niterói;33055696;CE GUILHERME BRIGGS;2;1;36;6;26;72.22;464.59;530.12;485.95;432.56;466.92;;;;79.10;84.62;86.60;11.70;1.70;De 31 a 60 alunos
2015;33;RJ;3303302;Niterói;33055696;CE GUILHERME BRIGGS;2;1;51;10;29;56.86;458.22;556.91;501.11;423.1;586.90;;;Grupo 4;73.40;82.76;88.40;7.50;4.10;De 31 a 60 alunos
2009;33;RJ;3303302;Niterói;33055700;C E HILARIO RIBEIRO;2;1;118;;24;20.30;456.43;476.55;473.62;447.4;568.75;;;;;;62.70;17.50;19.80;Maior que 90 alunos
2010;33;RJ;3303302;Niterói;33055700;CE HILARIO RIBEIRO;2;1;96;;36;37.50;476.06;534.02;506.79;473.31;606.06;;;;;;71.70;13.40;14.90;Maior que 90 alunos
2012;33;RJ;3303302;Niterói;33055700;CE HILARIO RIBEIRO;2;1;79;;45;56.96;442.47;496.12;468.46;482.73;473.78;;;;;;72.90;19.00;8.10;De 61 a 90 alunos
2013;33;RJ;3303302;Niterói;33055700;CE HILARIO RIBEIRO;2;1;54;0;33;61.11;446.96;461.08;456.17;443;501.82;;;;54.70;;69.60;22.90;7.50;De 31 a 60 alunos
2015;33;RJ;3303302;Niterói;33055700;CE HILARIO RIBEIRO;2;1;33;1;23;69.70;434.74;513.39;489.64;442.05;506.35;;;Grupo 3;57.10;52.17;78.70;17.10;4.20;De 31 a 60 alunos
2009;33;RJ;3303302;Niterói;33055726;C E JOAQUIM TAVORA;2;1;104;;55;30.90;489.38;515.71;509.68;492.55;550.00;;;;;;51.00;28.70;20.30;Maior que 90 alunos
2010;33;RJ;3303302;Niterói;33055726;CE JOAQUIM TAVORA;2;1;113;;53;26.70;459.94;502.39;508.27;475.96;574.00;;;;;;56.70;37.60;5.70;Maior que 90 alunos
2011;33;RJ;3303302;Niterói;33055726;CE JOAQUIM TAVORA;2;1;90;;45;50.00;453.44;477.67;530.78;494;552.00;;;;;;58.50;39.80;1.70;De 61 a 90 alunos
2013;33;RJ;3303302;Niterói;33055726;CE JOAQUIM TAVORA;2;1;86;1;59;68.60;455.1;500.17;486.33;488.95;527.12;;;;38.60;;75.20;18.40;6.40;De 61 a 90 alunos
2014;33;RJ;3303302;Niterói;33055726;CE JOAQUIM TAVORA;2;1;79;0;62;78.48;474.39;544.55;504.57;450.16;453.87;;;;34.40;72.58;69.90;26.00;4.10;De 61 a 90 alunos
2015;33;RJ;3303302;Niterói;33055726;CE JOAQUIM TAVORA;2;1;80;1;58;72.50;478.72;557.15;506.41;461.43;579.31;;;Grupo 3;63.70;60.34;77.20;19.50;3.30;De 61 a 90 alunos
2009;33;RJ;3303302;Niterói;33055734;COLEGIO ESTADUAL MACHADO DE ASSIS;2;1;68;;37;32.60;463;496.2;500.23;474.59;531.25;;;;;;63.60;36.40;0.00;De 61 a 90 alunos
2010;33;RJ;3303302;Niterói;33055734;CE MACHADO DE ASSIS;2;1;57;;30;30.40;476.59;509.81;500.4;487.99;562.07;;;;;;69.90;22.50;7.60;De 31 a 60 alunos
2011;33;RJ;3303302;Niterói;33055734;CE MACHADO DE ASSIS;2;1;74;;41;55.41;446.06;482.54;522.7;492.77;504.88;;;;;;62.50;33.80;3.70;De 61 a 90 alunos
2012;33;RJ;3303302;Niterói;33055734;CE MACHADO DE ASSIS;2;1;60;;55;91.67;459.39;511.35;475.11;492.39;478.55;;;;;;67.90;25.90;6.20;De 31 a 60 alunos
2013;33;RJ;3303302;Niterói;33055734;CE MACHADO DE ASSIS;2;1;61;0;38;62.30;445.56;491.18;472.59;523;499.37;;;;82.90;;87.20;12.80;0.00;De 61 a 90 alunos
2014;33;RJ;3303302;Niterói;33055734;CE MACHADO DE ASSIS;2;1;63;0;41;65.08;464.65;532.34;512.99;443.45;511.22;;;;81.30;85.37;75.60;19.70;4.70;De 61 a 90 alunos
2015;33;RJ;3303302;Niterói;33055734;CE MACHADO DE ASSIS;2;1;70;0;48;68.57;450.23;548.53;490.72;433.1;490.42;;;Grupo 3;81.10;79.17;77.70;15.70;6.60;De 61 a 90 alunos
2012;33;RJ;3303302;Niterói;33055742;CE MULLULO DA VEIGA;2;1;21;;18;85.71;437.66;502.01;464.19;482.67;474.44;;;;;;73.40;13.80;12.80;De 1 a 30 alunos
2013;33;RJ;3303302;Niterói;33055742;CE MULLULO DA VEIGA;2;1;21;0;13;61.90;435.21;453.91;469.33;439.96;420.00;;;;85.20;;60.00;30.00;10.00;De 1 a 30 alunos
2014;33;RJ;3303302;Niterói;33055742;CE MULLULO DA VEIGA;2;1;26;0;15;57.69;471.36;486.35;486.31;416.79;456.00;;;;70.60;53.33;61.20;26.40;12.40;De 1 a 30 alunos
2009;33;RJ;3303302;Niterói;33055750;C E PAULO ASSIS RIBEIRO;2;1;164;;43;24.90;464.33;468.97;485.09;483.11;545.83;;;;;;56.50;29.50;14.00;Maior que 90 alunos
2010;33;RJ;3303302;Niterói;33055750;CE PAULO ASSIS RIBEIRO;2;1;131;;47;31.60;466.26;528.18;506.37;477.49;572.09;;;;;;58.40;24.30;17.30;Maior que 90 alunos
2013;33;RJ;3303302;Niterói;33055750;CE PAULO ASSIS RIBEIRO;2;1;127;0;77;60.63;458.09;491.57;473.65;498.11;496.36;;;;63.90;;69.60;16.00;14.40;Maior que 90 alunos
2014;33;RJ;3303302;Niterói;33055750;CE PAULO ASSIS RIBEIRO;2;1;136;0;86;63.24;472.72;532.03;507.62;454.58;476.98;;;;54.20;76.74;70.10;18.80;11.10;Maior que 90 alunos
2015;33;RJ;3303302;Niterói;33055750;CE PAULO ASSIS RIBEIRO;2;1;164;0;103;62.80;464.51;554.31;499.52;464.52;533.20;;;Grupo 3;66.30;75.73;73.60;17.60;8.80;Maior que 90 alunos
2009;33;RJ;3303302;Niterói;33055769;C E RAUL VIDAL;2;1;182;;44;24.20;465.28;484.03;492.89;472.05;576.74;;;;;;49.90;34.50;15.60;Maior que 90 alunos
2010;33;RJ;3303302;Niterói;33055769;CE RAUL VIDAL;2;1;188;;52;27.70;451.69;517.29;498.36;457.32;563.00;;;;;;52.10;38.20;9.70;Maior que 90 alunos
2013;33;RJ;3303302;Niterói;33055769;CE RAUL VIDAL;2;1;158;0;93;58.86;462.66;511.24;497.63;501.16;523.23;;;;54.10;;75.80;14.90;9.30;Maior que 90 alunos
2014;33;RJ;3303302;Niterói;33055769;CE RAUL VIDAL;2;1;139;0;76;54.68;464.66;545.14;511.38;448.66;476.32;;;;67.00;63.16;52.40;37.40;10.20;Maior que 90 alunos
2015;33;RJ;3303302;Niterói;33055769;CE RAUL VIDAL;2;1;98;0;62;63.27;473.28;560.05;517.96;463.57;550.00;;;Grupo 3;52.50;45.16;67.40;26.20;6.40;Maior que 90 alunos
2009;33;RJ;3303302;Niterói;33055785;C E ZULEIKA RAPOSO VALLADARES;2;1;157;;24;12.10;490.37;455.08;486.8;497.25;532.61;;;;;;49.40;30.50;20.10;Maior que 90 alunos
2010;33;RJ;3303302;Niterói;33055785;CE ZULEIKA RAPOSO VALLADARES;2;1;81;;11;12.30;470.88;548.45;540.39;505.56;602.27;;;;;;53.20;27.40;19.40;De 61 a 90 alunos
2013;33;RJ;3303302;Niterói;33055785;CE ZULEIKA RAPOSO VALLADARES;2;1;26;0;18;69.23;466.03;483.06;473.66;506.06;486.67;;;;83.50;;80.50;11.00;8.50;De 1 a 30 alunos
2015;33;RJ;3303302;Niterói;33055785;CE ZULEIKA RAPOSO VALLADARES;2;1;47;0;28;59.57;465.13;540.51;493.6;464.07;497.14;;;Grupo 4;58.80;67.86;85.80;9.90;4.30;De 31 a 60 alunos
2009;33;RJ;3303302;Niterói;33055815;COL INST SAO JOSE;4;1;42;;38;90.50;526.07;543.76;533.62;520.41;588.82;;;;;;89.80;8.30;1.90;De 31 a 60 alunos
2010;33;RJ;3303302;Niterói;33055815;COL INST SAO JOSE;4;1;27;;24;88.90;527.68;615.61;578.95;600.15;642.71;;;;;;83.50;16.50;0.00;De 1 a 30 alunos
2012;33;RJ;3303302;Niterói;33055815;COL INST SAO JOSE;4;1;27;;25;92.59;528.8;592.5;553.68;599.64;649.60;;;;;;83.00;17.00;0.00;De 1 a 30 alunos
2013;33;RJ;3303302;Niterói;33055815;COL INST SAO JOSE;4;1;28;0;27;96.43;524.96;570.59;526.82;594.34;605.19;;;;75.50;;87.50;12.50;0.00;De 1 a 30 alunos
2014;33;RJ;3303302;Niterói;33055815;COL INST SAO JOSE;4;1;28;0;25;89.29;518.91;598.67;542.89;527.82;608.00;;;;69.60;64.00;87.40;12.60;0.00;De 1 a 30 alunos
2015;33;RJ;3303302;Niterói;33055815;COL INST SAO JOSE;4;1;32;0;31;96.88;525.75;630.28;567.93;526.77;712.26;;;Grupo 5;70.80;77.42;88.10;11.90;0.00;De 31 a 60 alunos
2009;33;RJ;3303302;Niterói;33055831;COLEGIO ITAPUCA - SANTA ROSA;4;1;20;;18;90.00;549.59;575.71;591.03;530.56;590.28;;;;;;63.60;36.40;0.00;De 1 a 30 alunos
2012;33;RJ;3303302;Niterói;33055831;COLEGIO ITAPUCA - SANTA ROSA;4;1;21;;21;100.00;533.05;573.68;551.49;640;637.14;;;;;;77.90;22.10;0.00;De 1 a 30 alunos
2013;33;RJ;3303302;Niterói;33055831;COLEGIO ITAPUCA - SANTA ROSA;4;1;16;0;15;93.75;538.26;583.71;565.77;592.13;632.00;;;;88.90;;90.90;9.10;0.00;De 1 a 30 alunos
2009;33;RJ;3303302;Niterói;33055866;COL MARILIA MATTOSO;4;1;39;;39;100.00;679.73;683.8;653.74;713.64;730.13;;;;;;78.40;21.60;0.00;De 31 a 60 alunos
2010;33;RJ;3303302;Niterói;33055866;COL MARILIA MATTOSO;4;1;27;;28;100.00;642.93;703.4;646.26;754.15;731.25;;;;;;78.00;22.00;0.00;De 1 a 30 alunos
2011;33;RJ;3303302;Niterói;33055866;COL MARILIA MATTOSO;4;1;35;;21;60.00;619.57;601.11;624.91;715.57;691.67;;;;;;82.80;17.20;0.00;De 31 a 60 alunos
2012;33;RJ;3303302;Niterói;33055866;COL MARILIA MATTOSO;4;1;24;;24;100.00;641.58;685.76;597.17;732.37;699.17;;;;;;77.10;22.90;0.00;De 1 a 30 alunos
2013;33;RJ;3303302;Niterói;33055866;COL MARILIA MATTOSO;4;1;29;0;29;100.00;641.07;663.28;595.87;722.7;693.10;;;;60.00;;85.70;14.30;0.00;De 1 a 30 alunos
2014;33;RJ;3303302;Niterói;33055866;COL MARILIA MATTOSO;4;1;24;0;24;100.00;665.33;676.62;626.75;732.59;750.00;;;;70.80;95.83;84.50;15.50;0.00;De 1 a 30 alunos
2015;33;RJ;3303302;Niterói;33055866;COL MARILIA MATTOSO;4;1;22;0;22;100.00;646.47;662.06;618.74;735.86;721.82;;;Grupo 6;62.50;100.00;93.60;6.40;0.00;De 1 a 30 alunos
2009;33;RJ;3303302;Niterói;33055874;COL MONSENHOR RAEDER;4;1;27;;19;70.40;536.87;537.44;525.68;511.72;639.47;;;;;;85.20;14.80;0.00;De 1 a 30 alunos
2013;33;RJ;3303302;Niterói;33055874;COL MONSENHOR RAEDER;4;1;14;0;11;78.57;499.53;530.14;504.61;571.06;620.00;;;;74.40;;90.40;9.60;0.00;De 1 a 30 alunos
2014;33;RJ;3303302;Niterói;33055874;COL MONSENHOR RAEDER;4;1;18;0;18;100.00;529.54;575.27;531.09;483.82;626.67;;;;73.00;83.33;96.90;3.10;0.00;De 1 a 30 alunos
2015;33;RJ;3303302;Niterói;33055874;COL MONSENHOR RAEDER;4;1;18;0;14;77.78;481.59;579.31;523.29;473.5;591.43;;;Grupo 4;70.00;92.86;92.80;6.00;1.20;De 1 a 30 alunos
2009;33;RJ;3303302;Niterói;33055882;COLEGIO NOSSA SENHORA DA ASSUNCAO;4;1;28;;25;89.30;603.17;635.52;632.84;583.65;695.83;;;;;;89.40;10.60;0.00;De 1 a 30 alunos
